Address,Latitude,Longitude
"Lithia, FL",27.818758,-82.149581
"Irving, NY",42.567316,-79.112653
"O'Fallon, MO",38.810634,-90.699827
"Lakeland, GA",31.041038,-83.075137
"Lewis Center, OH",40.198391,-83.010116
"Miamisburg, OH",39.642809,-84.286627
"Wittenberg, WI",44.827169,-89.169538
"Baldwin, NY",40.668607,-73.611925
"Devon, PA",40.04992,-75.425823
"Myrtle Beach, NC",33.689087,-78.886715
"Princeton, WV",37.366204,-81.102605
"Tooele, UT",40.530791,-112.298269
"Manhattan Beach, CA",33.884731,-118.410887
"Bartlett, NH",44.073906,-71.234277
"Auburn, MA",42.194565,-71.835607
"Fraser, MI",42.539189,-82.949354
"Odessa, TX",31.845696,-102.367664
"Modena, NY",41.668062,-74.104905
"North Augusta, SC",33.501815,-81.965138
"Middletown, CT",41.562327,-72.650668
"Dearborn, MI",42.322264,-83.176296
"Boswell, PA",40.161483,-79.028915
"Creighton, PA",40.587263,-79.778403
"Hubert, NC",34.713787,-77.245212
"Rutherford County, TN",35.7724,-86.337686
"Brainerd, MN",46.352699,-94.201997
"SWOKC/Moore, OK",35.33949,-97.486685
"Rancho Mirage, CA",33.739723,-116.412768
"Pacific Palisades, CA",34.035606,-118.515603
"Oklahoma City (northwest part), OK",35.467537,-97.516446
"Williams town, NJ",39.686213,-74.995148
"Salineville, OH",40.622544,-80.837859
"Nyack, NY",41.090632,-73.917927
"McCall, ID",44.906171,-116.11712
"Thorofare, NJ",39.842195,-75.196955
"Plainfield, CT",41.676461,-71.915065
"Osceola, IN",41.665057,-86.075834
"Glen Burnie, MD",39.162624,-76.624672
"Mesquite, TX",32.766769,-96.599182
"Mastic, NY",40.802033,-72.840944
"Bakersville, NC",36.015647,-82.158713
"Laguna Hills, CA",33.591659,-117.698644
"Livingston, TN",36.38338,-85.323041
"Cherry Grove, SC",33.827877,-78.643026
"Hudson Falls, NY",43.300653,-73.585968
"Brick, NJ",40.057819,-74.137188
"Lake Sumter Landing, FL",28.908464,-81.971932
"Portage, IN",41.575864,-87.176166
"Liverpool, NY",43.106439,-76.21769
"Canby, OR",45.262717,-122.695726
"Alto, NM",33.402851,-105.659306
"Palm Springs, CA",33.830283,-116.545295
"Temple Terrace, FL",28.035302,-82.389278
"Litchfield park, AZ",33.493377,-112.357958
"Manistique, MI",45.957764,-86.246243
"Cornwallville, NY",42.368127,-74.158175
"Kings Park, NY",40.886195,-73.257317
"Logansport, IN",40.754511,-86.356685
"West Fallowfield, PA",39.888787,-75.957915
"Meadville, PA",41.64142,-80.151429
"Lake Worth, FL",26.616769,-80.068449
"Sweetwater, TX",32.470934,-100.405961
"Kennebunk, ME",43.38453,-70.544009
"Brunswick, GA",31.149969,-81.491475
"Marietta, GA",33.9526,-84.549941
"Seguin, TX",29.568935,-97.964576
"North Lima, OH",40.9483,-80.658482
"Leonardo, NJ",40.418941,-74.061916
"Lancaster, CA",34.686799,-118.154185
"Ogilvie, MN",45.832188,-93.426324
"Mount Hope, WV",37.895375,-81.16429
"Sterling, PA",41.341203,-75.389888
"In flight, KY",37.839353,-84.270036
"Roswell, NM",33.39427,-104.523004
"Berryville, AR",36.364965,-93.567553
"Sandbridge/Virginia Beach, VA",36.723918,-75.939047
"New York City (Bronx), NY",40.844807,-73.864846
"Hillsdale, MI",41.920021,-84.630523
"Mohrsville, PA",40.474463,-75.977775
"Northampton, MA",42.325063,-72.641221
"Eagle Nest, NM",36.554733,-105.263612
"Lockhart, TX",29.884936,-97.670023
"Rathdrum, ID",47.812405,-116.896585
"VENTNOR CITY, NJ",39.340417,-74.477394
"Asherton, TX",28.443615,-99.758961
"Ashford, CT",41.873055,-72.121615
"Rhome, TX",33.05344,-97.471988
"Panocha Hills, CA",36.778265,-119.417914
"Asbury Park, NJ",40.22038,-74.012074
"Wolcott, CT",41.602323,-72.986756
"Asbury park, NJ",40.22038,-74.012074
"Lincolnton, GA",33.792322,-82.479037
"Canton, MI",42.308638,-83.482097
"Auburn, MI",43.603334,-84.069714
"Antioch, TN",36.059697,-86.671614
"Rochester, TN",43.156602,-77.608865
"Warren, NJ",40.63416,-74.505542
"Bridgewater -- See Precise Geocoords in Word File., MA",42.407197,-71.382451
"Sumner, WA",47.203131,-122.240415
"Postville, IA",43.084727,-91.568221
"Lake Elsinore, CA",33.668061,-117.327279
"Chester, PA",39.84953,-75.35573
"Everett, MA",42.408438,-71.053646
"Dover, PA",40.001743,-76.850238
"Rio Vista, CA",38.155746,-121.691365
"Pepperell, MA",42.665901,-71.588456
"Hanover, PA",39.800681,-76.983018
"Black Hills Thurston County, WA",46.978584,-122.948414
"Johnson City, TN",36.313416,-82.353487
"Hodgkins, IL",41.768919,-87.857833
"Unionvale, NY",41.671174,-73.677182
"Wichita Falls, TX",33.913734,-98.493366
"Sandpoint, ID",48.276588,-116.553477
"Atlantic Beach, NC",34.699059,-76.74019
"Des Moines, WA",47.401746,-122.324281
"Manorville, NY",40.873706,-72.807859
"Issaquah, WA",47.53012,-122.032636
"Portsmouth, OH",38.731739,-82.997669
"Duck, OH",40.417262,-82.907111
"Granville, MA",42.099628,-72.922434
"Tonopah, AZ",33.493478,-112.937071
"Hoffman Estates, IL",42.062968,-88.12273
"Melcroft, PA",40.052045,-79.389204
"St.clair, MO",38.347536,-90.983424
"Boonton, NJ",40.904002,-74.408725
"Ft. Worth, TX",32.755489,-97.330762
"Osgood, IN",39.129195,-85.291611
"Salem, MA",42.519761,-70.895482
"Sahuarita, AZ",31.957559,-110.955659
"Santa fe, NM",35.687002,-105.937783
"Cape Coral, Fl, MD",26.562865,-81.949533
"Burbank, IL",41.746757,-87.760757
"Corinth, NY",43.244508,-73.832334
"Ruidoso Downs, NM",33.329,-105.604409
"Bellevue, NE",41.151483,-95.917719
"West Sayville, NY",40.727901,-73.097606
"Falmouth, MA",41.553225,-70.608601
"Fourchette Bay, MT",47.670704,-107.664084
"Electric City, WA",47.931,-119.036729
"Deer River, FL",27.664808,-81.515776
"Bastrop, LA",32.756233,-91.872355
"Monroe, LA",32.509332,-92.119304
"Barnegat, NJ",39.764946,-74.269346
"Ohatchee, AL",33.783406,-86.002451
"Poipu, HI",21.883319,-159.468156
"Mifflinburg, PA",40.917598,-77.047734
"Glen Allen, VA",37.665995,-77.506355
"Kennett square, PA",39.84679,-75.711615
"Mason, NH",42.743205,-71.768905
"Ririe, ID",43.631855,-111.773594
"Atlantic Ocean (in sky; above), VA",-14.599436,-28.673132
"Port Townsend, WA",48.117062,-122.760453
"Peyton, CO",39.028469,-104.484146
"Galway, NY",43.018664,-74.031497
"Plattsburgh, NY",44.69947,-73.45292
"Ada, OK",34.774508,-96.67835
"Shippensburg, PA",40.050657,-77.52028
"Cumberlandd Foreside, ME",43.754168,-70.201477
"Morongo Valley, CA",34.046954,-116.580857
"East Petersburg, PA",40.100085,-76.354107
"New Caney, TX",30.155008,-95.215516
"Metairie, LA",29.984081,-90.152849
"Quarry, IA",42.017198,-92.80518
"Howell, NJ",40.164552,-74.208283
"Austin, MN",43.666608,-92.974635
"Princeton, KY",37.109243,-87.881941
"Vestal, NY",42.085614,-76.053587
"Nashua, NH",42.76534,-71.467549
"Woodland, CA",38.678498,-121.773313
"Hatteras Village, NC",35.219482,-75.690355
"Auburn, ME",44.097824,-70.23117
"Auburndale/Winter Haven, FL",28.065318,-81.788673
"Willow Spring, NC",35.595637,-78.731098
"Newport Beach, CA",33.618894,-117.92987
"Carson, WA",45.725578,-121.818839
"Tuxedo, NY",41.237661,-74.194435
"Paoli, OK",34.826724,-97.259181
"Penns Grove, NJ",39.729575,-75.467992
"Staten Island New York, NY",40.579509,-74.15019
"Fort Plain, NY",42.931485,-74.622654
"Beverly, MA",42.558402,-70.880042
"Watertown, NY",43.974798,-75.910753
"St. Martinville, LA",30.123147,-91.829505
"El Dorado, CA",38.742611,-120.435742
"Windsor, VA",36.808459,-76.74414
"Manahawkin, NJ",39.695381,-74.258749
"Eaton, OH",39.743939,-84.636629
"South Ozone Park, NY",40.676384,-73.812512
"Brewster, WA",48.095978,-119.780612
"Winthrop, ME",44.305007,-69.976991
"Dover, NH",43.197835,-70.873654
"Beaumont, KS",37.658106,-96.532777
"Bothell, WA",47.760087,-122.205457
"Brentwood, NH",42.978048,-71.073558
"Wheeling, IL",42.139213,-87.928946
"Morrilton, AR",35.152594,-92.743768
"Garden City, NY",40.726794,-73.634285
"Eastport, ME",44.906178,-66.989995
"Singatse Peak, NV",38.986561,-119.244611
"Point Pleasant Beach, NJ",40.091214,-74.047909
"Punta Gorda, FL",26.929809,-82.045386
"Conyers, GA",33.667588,-84.017712
"Malvern, OH",40.691753,-81.18123
"Napavine(?), WA",46.574541,-122.908182
"Richboro, PA",40.215131,-75.010721
"Spokane Valley, WA",47.673232,-117.239364
"Van Horn, TX",31.039836,-104.830752
"Calumet Park, IL",41.662917,-87.660805
"Winter, WI",45.819696,-91.011839
"Wyoming, MN",45.3375,-92.998068
"Normandy Park, WA",47.436185,-122.34069
"Claremont, NH",43.37289,-72.337869
"Cambria, CA",35.564126,-121.080758
"Clifton Forge, VA",37.816214,-79.824508
"Fort wayne, IN",41.079293,-85.139342
"Pacific, WA",47.264527,-122.250135
"Alton, IL",38.890628,-90.18428
"Sultan, WA",47.862612,-121.816525
"Westerly, RI",41.377597,-71.827268
"Kenton, OK",36.90286,-102.963388
"Brewster, MA",41.760092,-70.082788
"Moorefield, WV",39.062357,-78.969486
"Rudolph, WI",44.496077,-89.80761
"El Centro (east of), CA",32.791991,-115.563071
"Vineland, NJ",39.486396,-75.025984
"Cohasset, MA",42.241762,-70.803663
"Clinton, IA",41.844491,-90.188734
"Tuscaloosa, AL",33.209838,-87.569161
"Lincoln, MT",46.954967,-112.681724
"Decatur, IL",39.840289,-88.954785
"South Mills, NC",36.444601,-76.327837
"brooklyn, MI",42.105885,-84.248272
"Brighton, TN",35.483641,-89.739224
"South Hill West of Orting, WA",47.097895,-122.204301
"Montello, WI",43.791342,-89.31985
"Beverly Hills, FL",28.916923,-82.458156
"Berthoud, CO",40.308292,-105.081074
"Tamarack, ID",44.955169,-116.385671
"Shamokin, PA",40.788992,-76.558842
"Morro Bay, CA",35.365936,-120.849971
"Jersey city, NJ",40.71778,-74.043146
"Barton, OR",45.389197,-122.405815
"Covert, MI",42.274558,-86.276818
"Madison Heights, MI",42.485847,-83.105192
"Sterling, VA",39.006712,-77.429151
"Salina, KS",38.840267,-97.611403
"Worthington, OH",40.093093,-83.017982
"Lakebay, WA",47.257014,-122.75845
"Stockbridge, MI",42.451121,-84.180527
"Aubrey, TX",33.304287,-96.98614
"Upper Tract, WV",38.787309,-79.282559
"Oakley, CA",37.997411,-121.71244
"Mililani, HI",21.451335,-158.015306
"Edgewood, NM",35.061409,-106.19142
"Marathon, NY",42.441712,-76.032149
"New York City (Manhattan), NY",40.783068,-73.971252
"Saratoga Springs, NY",43.083133,-73.784584
"Newton Township, MI",42.19215,-85.127181
"Solon, OH",41.389756,-81.441229
"none-Frenchman Coulee Gorge, WA",47.028456,-119.964767
"Gold Canyon, AZ",33.359326,-111.450049
"Spencerport, NY",43.186451,-77.803883
"Claypool, IN",41.129197,-85.880567
"Charlottesville, VA",38.02931,-78.476663
"Pleasant Hill, OR",43.967457,-122.932932
"Havertown, PA",39.976341,-75.314998
"Old Hickory, TN",36.257477,-86.647771
"Wilmington, CA",33.785791,-118.264359
"Pleasant Hill, TN",35.976473,-85.193852
"Olala, WA",47.429105,-122.546285
"Fork, SC",34.288113,-79.275302
"Middleport, NY",43.212575,-78.476403
"Taftville, CT",41.564805,-72.061923
"Hermitage, TN",36.198864,-86.619788
"Piedmont, MO",37.154521,-90.695695
"Webster, NY",43.212305,-77.430011
"Longwood, FL",28.703079,-81.338387
"Westwego, LA",29.906022,-90.142274
"Lee's Summit, MO",38.910853,-94.382161
"Cleveland National Forest Santa Ysabel, CA",33.109143,-116.673771
"Bethany Beach, DE",38.53958,-75.055185
"Smithfield, RI",41.922051,-71.549503
"Moundsville, WV",39.920337,-80.743146
"Dubuque, IA",42.506336,-90.667753
"Green Springs, OH",41.256168,-83.051577
"Monterey, CA",36.600213,-121.894659
"Watsonville, CA",36.910251,-121.756889
"West Liberty, OH",40.252281,-83.755786
"Marysville, KS",39.841087,-96.647232
"Bethesda, MD",38.984633,-77.094719
"MALDEN, MA",42.42508,-71.066183
"Vancouver, WA",45.628001,-122.673873
"Harrisville, RI",41.965632,-71.674494
"Marble Canyon, AZ",36.81621,-111.637356
"Altoona, PA",40.518693,-78.394733
"Paige, TX",30.211752,-97.114578
"Ardmore, PA",40.006804,-75.285469
"Crescent Beach, FL",29.768838,-81.2537
"South deerfield, MA",42.477284,-72.607862
"Hebron, NH",43.693943,-71.805647
"Waynesboro, VA",38.068446,-78.889469
"Good Hope, GA",33.78482,-83.609044
"Mccall, ID",44.906171,-116.11712
"Penn Yan, NY",42.660919,-77.053853
"Dunsmir, CA",41.208184,-122.271933
"Clarence Center, NY",43.010607,-78.637528
"Ft. Bliss / El Paso, TX",31.812412,-106.421308
"Granville Summit, PA",41.717877,-76.779124
"Senji, IN",12.252918,79.416015
"Medina, TN",35.80286,-88.774764
"York City (Brooklyn), NY",40.678153,-73.94416
"Yuba Gap, CA",56.13034,-106.346785
"Sundance, WY",44.406382,-104.3758
"New York City (Brooklyn), NY",40.678153,-73.94416
"Beckley, WV",37.778158,-81.188144
"Wonder Lake, IL",42.385302,-88.347327
"Delmont, PA",40.413145,-79.570336
"Barret beach fire lsland NY, NY",40.673276,-73.037043
"Red Hook, NY",41.995111,-73.875425
"Highland Mills, NY",41.34746,-74.127388
"Romulus, NY",42.752573,-76.834051
"Cranston, RI",41.779848,-71.437283
"Buena park, CA",33.867412,-117.998126
"New York Ciity (Brooklyn), NY",40.678153,-73.94416
"Maryville, TN",35.756462,-83.970466
"Niwot, CO",40.103872,-105.170803
"Highway 152, CA",37.056785,-121.001239
"Perry, UT",41.460942,-112.036688
"Ford, WA",47.908242,-117.805788
"Seaman, OH",38.941997,-83.572399
"Panama City, CA",34.227628,-118.442447
"Marshfield, MA",42.091725,-70.705605
"Bonsall, CA",33.288896,-117.225599
"LaCrosse, WI",43.813801,-91.251913
"Fort Madison, IA",40.629777,-91.314542
"Luthersburgh, PA",41.053396,-78.719186
"Couer d'alene (south of), ID",47.673472,-116.781206
"San Mateo, FL",29.606617,-81.584516
"Hammond, IN",41.583388,-87.500061
"Brentwood/Epping, NH",42.978048,-71.073558
"Cotati, CA",38.329317,-122.709678
"Bannng, CA",33.92557,-116.876433
"Desert Center, CA",33.713319,-115.400451
"Fayette, ME",44.40898,-70.033663
"Heber, AZ",34.413847,-110.563238
"Bainbridge Island, WA",47.624857,-122.521007
"Sanleandro, CA",37.725739,-122.156853
"Lodi, NJ",40.882325,-74.083201
"Chilmark, MA",41.343144,-70.744747
"Readington/Whitehouse Station, NJ",40.615544,-74.770238
"St. Johns, MI",43.001128,-84.559157
"Fall River, KS",37.607795,-96.028022
"Hampton, VA",37.02988,-76.345201
"Far Rockaway (Queens), NY",40.599909,-73.744829
"Confluence, PA",39.812833,-79.356712
"Land O'Lakes, FL",28.21891,-82.457587
"Milton, VT",44.639736,-73.110404
"Ashland, OR",42.194602,-122.70949
"Boynton beach, FL",26.531783,-80.090539
"Bristol/Southington area, CT",41.594309,-72.88436
"Osseo, MN",45.119436,-93.402459
"University city, MO",38.668246,-90.332478
"Ruston, LA",32.52318,-92.637941
"San Leon, TX",29.483273,-94.922133
"Clinton, NJ",40.636794,-74.909908
"Port allegany, PA",41.810876,-78.279715
"Wake Forest, NC",35.979847,-78.509743
"Crestline, CA",34.241928,-117.285577
"Bennington, NE",41.364732,-96.157816
"Lovingston, VA",37.759801,-78.870757
"Green Valley-Henderson, NV",36.05651,-115.084197
"North Hollywood, CA",34.17939,-118.379075
"Des Plaines, IL",42.033382,-87.883381
"Socal, CA",34.959229,-116.419391
"Clarksville, AR",35.471251,-93.468625
"Stoneman Lake, AZ",34.781394,-111.512671
"Union, MO",38.450078,-91.008483
"Canyon Lake, CA",33.684995,-117.273112
"Faribauot, MN",44.294941,-93.268845
"Perry, OK",36.289509,-97.288077
"Mt. Baldy, CA",34.236388,-117.658997
"Margate, FL",26.244536,-80.206415
"Auburn, CA",38.896543,-121.076888
"Riverdale, NJ",40.993969,-74.303475
"Central Point, OR",42.375969,-122.916444
"Dean City, FL",27.664808,-81.515776
"Pine, AZ",34.384474,-111.455128
"Tooele Utah, UT",40.530791,-112.298269
"Williams Bay, WI",42.578056,-88.54092
"Dorset, VT",43.254822,-73.09879
"New Rochelle, NY",40.911462,-73.78236
"Alpharetta, GA",34.075398,-84.294091
"Land o'Lakes, FL",28.21891,-82.457587
"Hartland, MI",42.631483,-83.750716
"South Salt Lake, UT",40.71886,-111.888273
"St Charles, IL",41.914214,-88.308696
"Boise, NH",43.615036,-116.202328
"Mehama, OR",44.790097,-122.619267
"Downey, CA",33.940128,-118.133147
"Grand Rapids/Blackberry Township, MN",47.237154,-93.530233
"Kokomo, IN",40.486428,-86.133615
"Southbury, CT",41.479282,-73.213353
"Laurel, MD",39.099296,-76.848286
"New Britain, CT",41.661214,-72.779528
"Gautier, MS",30.38578,-88.611662
"Balch Springs, TX",32.728737,-96.622754
"Massapequa, NY",40.680668,-73.474272
"Goodhue, MN",44.400539,-92.623799
"Portland, IN",40.434463,-84.977742
"Sonoma, CA",38.291837,-122.458042
"East Jordan, MI",45.158052,-85.124244
"Alexander City, GA",32.944021,-85.953863
"Alamo, MI",42.372591,-85.705092
"Otis Orchards, WA",47.698139,-117.086444
"York, NE",40.867367,-97.592079
"Morris, IL",41.357281,-88.421169
"Troy, OH",40.039475,-84.203267
"Bossier, LA",32.755139,-93.662314
"Merced, CA",37.302138,-120.482967
"Lake Havasu coty, AZ",34.483894,-114.322456
"Big Bend South West Texas, TX",31.753575,-106.49173
"Concord Township, ME",45.027275,-69.927903
"concord township, ME",45.027275,-69.927903
"Fallriver, MA",41.701491,-71.155059
"Maxville, FL",30.198863,-82.009141
"Newport, VT",44.936425,-72.205084
"Garibaldi, OR",45.559852,-123.910952
"Chatham, NJ",40.740907,-74.383747
"Newburgh, IN",37.944497,-87.405266
"Wellsboro, PA",41.748657,-77.300524
"Port Hadlock, WA",48.035148,-122.776009
"My Baldy Inland Empire, CA",34.236388,-117.658997
"Chesterton, IN",41.61061,-87.06418
"Salida, CO",38.534699,-105.998885
"Atascadero, CA",35.489444,-120.670708
"Newburgh, NY",41.503428,-74.010432
"Organ Pipe National Monument, AZ",32.027979,-112.832027
"Cedarville, OH",39.744231,-83.808545
"Tallahassee, CA",30.438261,-84.280729
"Countryside, IL",41.765998,-87.879536
"Manchester, CT",41.775903,-72.521494
"Davie, FL",26.076496,-80.252102
"Albuquerque (west of), NM",35.034278,-106.90928
"Peculiar, MO",38.719196,-94.458575
"Anna Maria, FL",27.53115,-82.733419
"Sinking Springs, PA",40.32729,-76.011031
"Allen Park, MI",42.257565,-83.21102
"Depoe Bay, OR",44.80842,-124.063153
"South Hadley/Granby, MA",42.259179,-72.574778
"Denver, NC",35.531651,-81.029601
"Drummond, WI",46.337003,-91.257962
"Milford, DE",38.912594,-75.427961
"Chamblee, GA",33.89202,-84.298808
"Powell, TN",36.031851,-84.027667
"Umatilla, OR",45.917343,-119.342536
"Wrightwood, CA",34.360814,-117.633404
"Hartford, CT",41.765783,-72.673354
"Tallahassee, FL",30.438261,-84.280729
"Guerneville, CA",38.501855,-122.996131
"Green Bay, WI",44.513306,-88.013315
"Windermere, FL",28.495583,-81.534806
"Weed, CA",41.422647,-122.386132
"Petoskey, MI",45.373346,-84.955332
"Hornell, NY",42.327863,-77.661104
"Seabeck, WA",47.640951,-122.828592
"Mountain City, GA",34.918121,-83.385443
"Grand Island, NE",40.926415,-98.341999
"Mesquite, NM",32.164519,-106.696686
"Lakeview, OH",40.484797,-83.922975
"Flaming Gorge, CO",41.091694,-109.538957
"Hoopa Valley, CA",41.099829,-123.709503
"Moody, AL",33.59096,-86.490829
"Caladonia, NY",42.973091,-77.852803
"Holmes, NY",41.5234,-73.646792
"Pine Bush, NY",41.608169,-74.299046
"Glens Falls, NY",43.30954,-73.643989
"North Haledon, NJ",40.955087,-74.185965
"Clarksburg, MD",39.238695,-77.279416
"Sharon Connecticut, CT",41.879402,-73.476881
"Rosamond, CA",34.864119,-118.16343
"Colton, CA",34.0739,-117.313637
"Meridian, ID",43.612083,-116.391526
"Susanville, CA",40.416259,-120.652993
"Bridgewater, NH",43.63838,-71.736449
"Bogota, NJ",40.876185,-74.029857
"North Tonawanda, NY",43.03868,-78.864185
"Williamsport, MD",39.600664,-77.82053
"Hiram, GA",33.875654,-84.762162
"Frenchtown, NJ",40.5262,-75.061578
"Glendale, CA",34.14249,-118.255082
"Niagara falls, NY",43.09622,-79.037735
"New Baltimore, MI",42.681166,-82.73686
"Otsego, MN",45.274138,-93.591355
"Vincent, AL",33.38457,-86.411944
"McDonald, PA",40.370026,-80.232841
"Belen, NM",34.662778,-106.776157
"Bowdoin, ME",44.049599,-69.969635
"Emigrant, MT",45.368607,-110.734982
"Rochester, MI",42.680614,-83.133832
"Randle, WA",46.53532,-121.957232
"Longview, WA",46.138174,-122.938149
"Jacksonville, OR",42.313459,-122.966986
"Glasgow, MT",48.19699,-106.63671
"Conconully, WA",48.557398,-119.749786
"Ferndale, WA",48.846516,-122.591023
"Chautauqua Lake, NY",42.1852,-79.430988
"Highbridge, NJ",40.667035,-74.895703
"New Hanover Township, PA",40.321402,-75.562587
"Kelseyville, CA",38.977935,-122.839419
"Storden, MN",44.037749,-95.318322
"Ironwood, MI",46.45465,-90.171008
"Kingwood, TX",30.050009,-95.184485
"Lincoln, GA",33.787534,-82.431954
"Holden Beach, OH",33.913947,-78.269375
"Shelbyville, IN",39.521464,-85.776903
"Marysville, WA",48.051777,-122.1771
"La grande, OR",45.324588,-118.087704
"Hephzibah, GA",33.314021,-82.096769
"Saint Clairsville, OH",40.08034,-80.90177
"Phillipsburg, NJ",40.693706,-75.190181
"Atlantic Beach, FL",30.334409,-81.398718
"Taylor, MI",42.240883,-83.269669
"Nice, CA",39.12323,-122.848308
"Nokomis, FL",27.119248,-82.444267
"Chisholm, MN",47.489086,-92.883805
"Shrewsbury, PA",39.768687,-76.679689
"Camp Hill, PA",40.239826,-76.919957
"Ashburn, VA",39.043782,-77.487421
"Lewisburg, WV",37.801814,-80.445642
"Aldie, VA",38.975655,-77.641858
"Irmo, SC",34.086006,-81.183169
"Eagle River, MI",47.413831,-88.295647
"Weeki Wachee, FL",28.515568,-82.572853
"Calistoga, CA",38.578791,-122.579701
"Havelock, NC",34.879058,-76.901318
"Dublin, CA",37.715917,-121.910113
"Kensington, CA",37.910507,-122.280227
"Grove, OK",36.59368,-94.769106
"Shaver Lake, CA",37.106435,-119.31937
"Marin, CA",38.083405,-122.763319
"Jonesboro, GA",33.521484,-84.353795
"DeFuniak Springs, FL",30.721032,-86.115237
"Somersworth, NH",43.26173,-70.865328
"Burlington, KS",38.194443,-95.742775
"Gainesville, GA",34.29786,-83.824045
"Lafayette, IN",40.416675,-86.875268
"Fruita, CO",39.158867,-108.728988
"Bauxite, AR",34.555365,-92.521576
"Parker, CO",39.518593,-104.76138
"Metropolis, IL",37.151151,-88.732012
"Amory, MS",33.984282,-88.488101
"Fitchburg, WI",43.00232,-89.424093
"Flippin, AR",36.277515,-92.587495
"Arroyo Seco, NM",36.516707,-105.569164
"West Valley/Phoenix/Glendale, AZ",33.538649,-112.186001
"Silver City, NM",32.770093,-108.280344
"Salt Lake city, UT",40.760775,-111.891065
"Williams, AZ",35.24944,-112.190984
"Bliss, ID",42.926824,-114.949523
"Sutter Creek, CA",38.39295,-120.802437
"Chino Valley, AZ",34.757514,-112.453764
"Cordes Lakes, AZ",34.313836,-112.104834
"Pinon Hills, CA",34.433223,-117.646775
"Sylmar, CA",34.305801,-118.457186
"Madera, CA",36.961311,-120.060728
"Tollhouse, CA",37.019042,-119.399181
"Henet, CA",33.747494,-116.971954
"Cumberland, RI",41.972169,-71.40619
"Cleveland, TX",30.341347,-95.085496
"Silver city, OR",32.770093,-108.280344
"Los Osos, CA",35.307233,-120.838411
"Garden Valley, CA",38.854086,-120.859362
"Minden, NV",38.954101,-119.765753
"Willcox, AZ",32.25283,-109.832004
"Spicer, MN",45.233003,-94.939997
"Weston, WI",44.890782,-89.547601
"Maple Lake, MN",45.229913,-94.003862
"Harrington, ME",44.619307,-67.810989
"Santa Clara/Eugene, OR",44.103476,-123.13122
"Mukilteo, WA",47.944563,-122.304592
"Encinitas, CA",33.03696,-117.29199
"Sand Hollow, ID",43.807659,-116.749046
"Terrell, TX",32.735986,-96.27528
"Zamora, CA",38.796542,-121.88192
"Zimmermann, MN",45.443345,-93.593651
"Point of Rocks, WY",41.68026,-108.785687
"Pismo Beach, CA",35.142726,-120.641271
"Auburn, WA",47.307343,-122.228446
"Clearwater Beach, FL",27.972066,-82.828609
"Claremore, OK",36.312569,-95.616091
"Burkesville, KY",36.790315,-85.370504
"Massapequa Park, NY",40.680498,-73.455292
"Hartsel, CO",39.021632,-105.795854
"Crest Hill, IL",41.554778,-88.098651
"Fond du Lac, WI",43.773021,-88.447057
"Newton, IA",41.703292,-93.057334
"Jellico, TN",36.587884,-84.126883
"Fairfield, OH",39.345441,-84.560307
"Oak Hill, WV",37.972356,-81.14871
"Oswego, NY",43.455366,-76.510514
"Aragonite, UT",40.742742,-113.005132
"Carson City, NV",39.163793,-119.767405
"Yardley, PA",40.245637,-74.846017
"Douglas, WY",42.759702,-105.382222
"Bladenboro, NC",34.538759,-78.78754
"Res Moines, IA",41.586808,-93.624939
"easley, SC",34.829835,-82.601513
"North Charleston (Folly Beach), SC",32.655201,-79.94039
"Watauga, TX",32.857887,-97.254748
"Candler, NC",35.536105,-82.692747
"Hinesville, GA",31.831479,-81.614133
"Crooked River Ranch, OR",44.424574,-121.238365
"Santa Fe, TX",29.37804,-95.105785
"Washington, DC, DC",38.907196,-77.036854
"Aberdeen, MS",33.825136,-88.543676
"Tioga, PA",41.908681,-77.133044
"Luning, NV",38.505436,-118.178498
"Coeburn, VA",36.943974,-82.464021
"Camp Minden, LA",32.615417,-93.286857
"Monticello, UT",37.871372,-109.342915
"Pearsonville, CA",35.809651,-117.873129
"Alden, NY",42.900036,-78.491984
"ALSIP, IL",41.668904,-87.738642
"Park Hill ( Tahlequah), OK",35.878344,-94.967432
"Blackfoot River, MT",46.951777,-113.344982
"Suffolk, VA",36.728191,-76.583583
"Dundee Townnship, IL",42.125016,-88.304478
"Forestdale, RI",41.999798,-71.56496
"Green River, UT",38.995538,-110.15963
"Fairfield, CA",38.249181,-122.040523
"Greenfield township, PA",40.248983,-78.449722
"Bryson, NC",35.430902,-83.447372
"Brookfield, CT",41.482619,-73.409552
"Aberdeen Proving Grounds, MD",39.463257,-76.120379
"Germantown, MD",39.17315,-77.271629
"Pavo (NE of), GA",30.95991,-83.737968
"College Park, GA",33.653469,-84.449395
"Jewett City, CT",41.606761,-71.980894
"Franklin, NH",43.444264,-71.647281
"Sanger, CA",36.707983,-119.555965
"Florence (near), OR",43.769587,11.255798
"Hudson, WI",44.974715,-92.756888
"Snoqualmie Pass, WA",47.39231,-121.400083
"North Wildwood, NJ",39.000683,-74.799338
"Mankato Area, MN",44.163588,-93.999413
"Blackshear, GA",31.30606,-82.242067
"I-16 south, GA",32.416372,-82.383873
"Parrish, FL",27.587775,-82.425515
"Champions Gate, FL",28.261878,-81.617874
"Grandview Heights, OH",39.979812,-83.04072
"Eatonton, GA",33.326796,-83.388511
"Woodbridge, NJ",40.557614,-74.284585
"Brier, WA",47.784559,-122.274299
"Dublin, PA",40.371744,-75.201542
